ID,Title,Language,Domain,Category,Subcategory,Authority,URL,Keywords,Summary
17b27fbc6ef0,Swift Style Guide (Eure),Swift,mobile,Functional & Specialized,Swift Best Practices,open-source,https://github.com/eure/swift-style-guide,"api, best, cloud, eure, functional, guide, ios, macos, practices, specialized, style, style guide, swift, testing","Swift Style Guide (Eure)

> Source: https://github.com/eure/swift-style-guide

> Note: This repository is no longer being maintained.

Swift Style Guide

English | 日本語

This style guide is a product of our iOS team's more than a year writing, reviewing, and testing Swift code. It reflects the coding rules we have observed as ""efficient"" in our production apps.

The guidelines here try to accomplish/encourage practices that accomplish the following goals:

- to make it hard to write programmer..."
89df09eea28a,Agile Development Best Practices,Version Control & Collaboration,general,Version Control & Collaboration,Team & Collaboration Best Practices,community,https://www.atlassian.com/agile,"agile, api, best, best practices, collaboration, control, development, practices, team, version","Agile Development Best Practices

> Source: https://www.atlassian.com/agile

What is Agile?

Understanding the Agile methodology

Get started with the free Jira scrum template

Streamline your project and easily plan, track, and manage work across sprints. This template includes boards, backlogs, roadmaps, reports, and more!

Use template

**Key Takeaways**

* Agile is a flexible, iterative approach to project management that emphasizes collaboration, continuous delivery, and adaptability.
* It..."
042421e93b92,High Performance Web Apps (MDN),Frontend Performance,frontend,Performance,Frontend Performance Best Practices,industry-leader,https://developer.mozilla.org/en-US/docs/Learn/Performance,"apps, best, best practices, frontend, high, mdn, performance, practices, rest, web","High Performance Web Apps (MDN)

> Source: https://developer.mozilla.org/en-US/docs/Learn/Performance

Web performance

* Overview: Extension modules
* Next

Building websites requires HTML, CSS, and JavaScript. To build websites and applications people want to use, which attract and retain users, you need to create a good user experience. Part of good user experience is ensuring the content is quick to load and responsive to user interaction. This is known as **web performance**, and in this..."
64d6e077bbeb,C++ Best Practices by Puppet Labs,C/C++,systems,Systems Programming,C Best Practices,open-source,https://github.com/puppetlabs/cppbestpractices,"best, best practices, by, labs, practices, programming, puppet, style guide, systems","C++ Best Practices by Puppet Labs

> Source: https://github.com/puppetlabs/cppbestpractices

C++ Best Practices at Puppet Labs

**Table of Contents**

- Getting Started Resources
  - The C++ Language
    - Study Guide
    - Language References
    - Community
    - Practitioner Knowledge
    - Tooling
  - Starting a Project
    - Libraries
    - cpp-project-template
    - Vanagon
    - Cross-platform development
    - Internationalization (i18n)
- Style Guide
  - Header Files
  - Namespaces
  -..."
696e18c49829,Production Rails,Ruby on Rails,backend,Web Backend,Rails Best Practices,open-source,https://github.com/ankane/production_rails,"backend, best, best practices, logging, practices, production, rails, rb, ror, ruby, security, web","Production Rails

> Source: https://github.com/ankane/production_rails

Production Rails

:rocket: Best practices for running Rails in production

This guide covers different concepts you should be familiar with. Recommendations come from personal experience and work at Instacart. A number of open source projects are ones I’ve created. For a comprehensive list of gems, check out Awesome Ruby.

Security

Everyone writing code must be responsible for security. See best practices and how to secure..."
0dea760a100d,Cloud-Native Patterns (CNCF),Microservices,cloud,Cloud & Deployment,Microservices & Cloud-Native Best Practices,open-source,https://github.com/cncf/presentations,"best, cloud, cncf, deployment, frontend, microservices, native, patterns, practices","Cloud-Native Patterns (CNCF)

> Source: https://github.com/cncf/presentations

CNCF Community Presentations

Incoming Changes (Pardon our dust)

This repository is for presentations.cncf.io.

- Frontend issues should be filed here: https://github.com/cncf/presentations-website/issues
- Existing data and presentations will not be removed and will be migrated eventually by @castrojo

Thanks for your patience!

Submission Process

1. If you are non-technical: File an issue with a link to the video..."
20bcc518991f,"Common JavaScript ""Gotchas""",JavaScript,frontend,Core Technologies,JavaScript Best Practices,open-source,https://github.com/stevekwan/best-practices/blob/master/javascript/gotchas.md,"best, common, core, ecmascript, es6, gotchas, javascript, js, node, practices, technologies","Common JavaScript ""Gotchas""

> Source: https://github.com/stevekwan/best-practices/blob/master/javascript/gotchas.md

stevekwan 
/
**best-practices**
Public

* Notifications You must be signed in to change notification settings
* Fork
  163
* Star
   1.7k"
75ca1bc58453,Design Patterns in Swift,Featured Resources,general,Featured Resources,Design Patterns,open-source,https://github.com/ochococo/Design-Patterns-In-Swift,"design, design patterns, featured, in, ios, macos, patterns, resources, swift","Design Patterns in Swift

> Source: https://github.com/ochococo/Design-Patterns-In-Swift

Design Patterns implemented in Swift 5.0
========================================

A short cheat-sheet with Xcode 10.2 Playground (Design-Patterns.playground.zip).

🇨🇳中文版

👷 Project started by: @nsmeme (Oktawian Chojnacki)

👷 中文版由 @binglogo (棒棒彬) 整理翻译。

🚀 How to generate README, Playground and zip from source: CONTRIBUTING.md

```swift
print(""Welcome!"")
```

Table of Contents

| Behavioral                 ..."
88de023df517,SQL Style Guide,SQL,database,SQL Databases,SQL Best Practices,community,https://www.sqlstyle.guide,"best, databases, guide, practices, sql, style, style guide","SQL Style Guide

> Source: https://www.sqlstyle.guide

* Overview
* General
  + Do
  + Avoid
* Naming conventions
  + General
  + Tables
  + Columns
  + Aliasing or correlations
  + Stored procedures
  + Uniform suffixes
* Query syntax
  + Reserved words
  + White space
  + Indentation
  + Preferred formalisms
* Create syntax
  + Choosing data types
  + Specifying default values
  + Constraints and keys
  + Designs to avoid
* Appendix
  + Reserved keyword reference
  + Column data types

SQL..."
bfce8545a2d7,Effective Pair Programming,Version Control & Collaboration,general,Version Control & Collaboration,Team & Collaboration Best Practices,community,https://martinfowler.com/articles/on-pair-programming.html,"best, collaboration, control, effective, pair, practices, programming, rest, team, version","Effective Pair Programming

> Source: https://martinfowler.com/articles/on-pair-programming.html

On Pair Programming

*Many people who work in software development today have heard of the practice of pair programming, yet it still only has patchy adoption in the industry.
One reason for its varying acceptance is that its benefits are not immediately
obvious, it pays off more in the medium- and long-term. And it's also not as
simple as “two people working at a single computer”, so many dismiss..."
4e03670ae50e,Python Tutorial: Best Practices & Mistakes,Python,backend,Web Backend,Python Best Practices,community,https://jaxenter.com/python-tutorial-best-practices-145959.html,"backend, best, best practices, django, flask, mistakes, practices, py, python, tutorial, web","Python Tutorial: Best Practices & Mistakes

> Source: https://jaxenter.com/python-tutorial-best-practices-145959.html

{{loadedArticle.subtitle}}

{{loadedArticle.name}}

{{category.name}}

Issues: {{loadedArticle.issue.designation}}
Issues: {{loadedArticle.issue.designation}}

{{loadedArticle.publishedAt | daymonthyear}}

{{loadedArticle.subtitle}}

{{loadedArticle.name}}

{{category.name}}

Issues: {{loadedArticle.issue.designation}}
Issues:..."
f012cf1c1e5e,Modern C++ Exception Handling,C/C++,systems,Systems Programming,C Best Practices,industry-leader,https://docs.microsoft.com/en-us/cpp/cpp/errors-and-exception-handling-modern-cpp,"authorization, best, best practices, exception, handling, modern, practices, programming, systems","Modern C++ Exception Handling

> Source: https://docs.microsoft.com/en-us/cpp/cpp/errors-and-exception-handling-modern-cpp

Table of contents 

Exit editor mode

Ask Learn

Ask Learn

Focus mode

Table of contents
Read in English

Add

Add to plan
Edit

Share via

Facebook
x.com
LinkedIn
Email

Copy Markdown

Print

Note

Access to this page requires authorization. You can try signing in or changing directories.

Access to this page requires authorization. You can try changing..."
d9aaebdfb557,Securing Sensitive Data in Rails,Ruby on Rails,backend,Web Backend,Rails Best Practices,community,https://ankane.org/sensitive-data-rails,"backend, best, best practices, data, in, practices, rails, rb, ror, ruby, securing, security, sensitive, web","Securing Sensitive Data in Rails

> Source: https://ankane.org/sensitive-data-rails

Securing Sensitive Data in Rails

It feels like data breaches are showing up every week in the news. If you haven’t taken a second look at how you’re storing sensitive data, now is probably a good time. Users trust you with the privacy and security of their information.

This guide will walk through what data is sensitive, best practices for storing it, and pitfalls to avoid.

What’s Sensitive?

The National..."
37a1c2fa502b,Pragmatic JavaScript Standards,JavaScript,frontend,Core Technologies,JavaScript Best Practices,open-source,https://github.com/stevekwan/best-practices/blob/master/javascript/best-practices.md,"best, core, ecmascript, es6, javascript, js, node, practices, pragmatic, standards, technologies","Pragmatic JavaScript Standards

> Source: https://github.com/stevekwan/best-practices/blob/master/javascript/best-practices.md

stevekwan 
/
**best-practices**
Public

* Notifications You must be signed in to change notification settings
* Fork
  163
* Star
   1.7k"
4ba0f80b868e,Design Patterns in Python,Featured Resources,general,Featured Resources,Design Patterns,standard,https://refactoring.guru/design-patterns/python,"design, design patterns, django, featured, flask, in, patterns, py, python, refactoring, resources","Design Patterns in Python

> Source: https://refactoring.guru/design-patterns/python

Design Patterns in Python

The Catalog of **Python** Examples

Creational Patterns

Abstract Factory

Lets you produce families of related objects without specifying their concrete classes.

Main article

Usage in Python

Code example

Builder

Lets you construct complex objects step by step. The pattern allows you to produce different types and representations of an object using the same construction..."
dbd07754cbc7,Best Practices for Writing SQL Queries,SQL,database,SQL Databases,SQL Best Practices,community,https://www.metabase.com/learn/sql-questions/sql-best-practices,"best, best practices, databases, for, practices, queries, sql, writing","Best Practices for Writing SQL Queries

> Source: https://www.metabase.com/learn/sql-questions/sql-best-practices

Redirecting…

Click here if you are not redirected."
6deaa33e1d18,Bash Best Practices,Bash,devops,Scripting & Automation,Bash Script Best Practices,community,https://bertvv.github.io/cheat-sheets/Bash.html,"api, automation, bash, best, best practices, clean code, practices, script, scripting, sh, shell, zsh","Bash Best Practices

> Source: https://bertvv.github.io/cheat-sheets/Bash.html

Bash best practices

An attempt to bring order in good advice on writing Bash scripts I collected from several sources.

General

* The principles of Clean Code apply to Bash as well
* Always use long parameter notation when available. This makes the script more readable, especially for lesser known/used commands that you don’t remember all the options for.

  ```
    # Avoid:
    rm -rf -- ""${dir}""

    # Good:
   ..."
242cd92c666c,JavaScript 规范,JavaScript,frontend,Core Technologies,JavaScript Best Practices,open-source,https://github.com/adamlu/javascript-style-guide,"best, core, ecmascript, es6, javascript, js, node, performance, practices, technologies","JavaScript 规范

> Source: https://github.com/adamlu/javascript-style-guide

原文: https://github.com/airbnb/javascript

注：本人根据自己的开发习惯删除和修改了部分规范

JavaScript规范

内容列表

  1. 类型
  1. 对象
  1. 数组
  1. 字符串
  1. 函数
  1. 属性
  1. 变量
  1. 条件表达式和等号
  1. 块
  1. 注释
  1. 空白
  1. 逗号
  1. 分号
  1. 类型转换
  1. 命名约定
  1. 存取器
  1. 构造器
  1. 事件
  1. 模块
  1. jQuery
  1. ES5 兼容性
  1. 性能
  1. 资源
  1. 哪些人在使用
  1. 翻译
  1. JavaScript风格指南
  1. 贡献者
  1. 许可

类型

  - **原始值**: 相当于传值

    + `string`
    + `number`
    + `boolean`
   ..."
9a70ca77220a,Elixir Metaprogramming Cheatsheet,Functional & Specialized,general,Functional & Specialized,Elixir Best Practices,community,https://devhints.io/elixir-metaprogramming,"best, cheatsheet, elixir, functional, metaprogramming, practices, specialized","Elixir Metaprogramming Cheatsheet

> Source: https://devhints.io/elixir-metaprogramming

Kernel

Most of these magic is defined in Kernel.SpecialForms.

Pseudo-variables

```
__DIR__     # current dir
__MODULE__  # current module
__CALLER__  # caller of the function
```

`__ENV__`

```
Map.keys(__ENV__)
[:__struct__, :aliases, :context, :context_modules, :export_vars, :file,
 :function, :functions, :lexical_tracker, :line, :macro_aliases, :macros,
 :module, :requires,..."
e20a5f7e54dd,API Security Checklist,API Security,security,Security,API Security Best Practices,open-source,https://github.com/shieldfy/API-Security-Checklist,"api, authentication, authorization, best, checklist, practices, security, testing","API Security Checklist

> Source: https://github.com/shieldfy/API-Security-Checklist

繁中版 | 简中版 | العربية | Azərbaycan | Български | বাংলা | Català | Čeština | Deutsch | Ελληνικά | Español | فارسی | Français | हिंदी | Indonesia | Italiano | 日本語 | 한국어 | ພາສາລາວ | Македонски | മലയാളം | Монгол | Nederlands | Polski | Português (Brasil) | Русский | ไทย | Türkçe | Українська | Tiếng Việt

API Security Checklist

Checklist of the most important security countermeasures when designing, testing, and..."
fc5325ceaa04,Top Ten Tips for Correct C++ Coding,C/C++,systems,Systems Programming,C Best Practices,community,https://www.informit.com/articles/article.aspx?p=1712962,"best, cloud, coding, correct, for, practices, programming, systems, ten, tips, top","Top Ten Tips for Correct C++ Coding

> Source: https://www.informit.com/articles/article.aspx?p=1712962

Articles

858 Items

Sort by Date | Title

|  |
| --- |
| How Generative AI Transforms Cloud Reliability Engineering?  By Mariya Breyter, Carlos Rojas  Apr 7, 2025    Cloud Reliability Engineering (CRE) helps companies ensure the seamless - Always On - availability of modern cloud systems. In this article, learn how AI enhances resilience, reliability, and innovation in CRE, and explore use..."
cb78f8af4b10,Ruby Style Guide,Ruby,backend,Web Backend,Ruby Best Practices,industry-leader,https://github.com/airbnb/ruby,"backend, best, guide, practices, rails, rb, ror, ruby, style, style guide, web","Ruby Style Guide

> Source: https://github.com/airbnb/ruby

Ruby Style Guide

This is Airbnb's Ruby Style Guide.

It was inspired by GitHub's guide and [RuboCop's guide][rubocop-guide].

Airbnb also maintains a [JavaScript Style Guide][airbnb-javascript].

Table of Contents
  1. Whitespace
      1. Indentation
      1. Inline
      1. Newlines
  1. Line Length
  1. Commenting
      1. File/class-level comments
      1. Function comments
      1. Block and inline comments
      1. Punctuation,..."
cf4d2db23c31,NYTimes Objective-C Style Guide,Objective-C,mobile,Functional & Specialized,Objective-C Best Practices,open-source,https://github.com/NYTimes/objective-c-style-guide,"best, functional, guide, nytimes, objective, practices, specialized, style, style guide","NYTimes Objective-C Style Guide

> Source: https://github.com/NYTimes/objective-c-style-guide

[DEPRECATED]
NYTimes Objective-C Style Guide is deprecated. No more development will be taking place. Thanks for all your support!

NYTimes Objective-C Style Guide

This style guide outlines the coding conventions of the iOS teams at The New York Times. We welcome your feedback in issues and pull requests. Also, we’re hiring.

Thanks to all of our contributors.

Introduction

Here are some of the..."
50b37bb40695,progrium/bashstyle,Bash,devops,Scripting & Automation,Bash Script Best Practices,open-source,https://github.com/progrium/bashstyle,"automation, bash, bashstyle, best, best practices, practices, progrium, script, scripting, sh, shell, zsh","progrium/bashstyle

> Source: https://github.com/progrium/bashstyle

progrium/bashstyle

Bash is the JavaScript of systems programming. Although in some cases it's better to use a systems language like C or Go, Bash is an ideal systems language for smaller POSIX-oriented or command line tasks. Here's three quick reasons why:

 * It's everywhere. Like JavaScript for the web, Bash is already there ready for systems programming.
 * It's neutral. Unlike Ruby, Python, JavaScript, or PHP, Bash..."
c500516c75ae,SQL Performance Explained (Markus Winand),SQL,database,SQL Databases,SQL Best Practices,community,https://use-the-index-luke.com/,"best, database, databases, explained, markus, performance, practices, sql, winand","SQL Performance Explained (Markus Winand)

> Source: https://use-the-index-luke.com/

SQL Indexing and Tuning e-Book

A site explaining SQL indexing to developers—no crap about administration.

SQL indexing is the most effective tuning method—yet it is often neglected during development. *Use The Index, Luke* explains SQL indexing from grounds up and doesn’t stop at ORM tools like Hibernate.

*Use The Index, Luke* is the free web-edition of my book **SQL Performance Explained** (from Є9.95). Be..."
441645ae4386,Rust Style Guide,Rust,systems,Systems Programming,Rust Best Practices,open-source,https://github.com/ubsan/style/blob/master/guide.md,"best, guide, practices, programming, rust, style, style guide, systems","Rust Style Guide

> Source: https://github.com/ubsan/style/blob/master/guide.md

strega-nil 
/
**style**
Public

* Notifications You must be signed in to change notification settings
* Fork
  2
* Star
   3"
250af6826bbd,Google JavaScript Style Guide,JavaScript,frontend,Core Technologies,JavaScript Best Practices,industry-leader,https://google.github.io/styleguide/jsguide.html,"best, core, ecmascript, es6, google, guide, javascript, js, node, practices, style, style guide, technologies","Google JavaScript Style Guide

> Source: https://google.github.io/styleguide/jsguide.html

Google JavaScript Style Guide

Please note: This guide is no longer being updated. Google recommends migrating
to TypeScript, and following the TypeScript guide.

1 Introduction

This document serves as the **complete** definition of Google’s coding standards
for source code in the JavaScript programming language. A JavaScript source file
is described as being *in Google Style* if and only if it adheres..."
b25e1548507d,PHP: The Right Way,PHP,backend,Web Backend,PHP Best Practices,open-source,https://github.com/codeguy/php-the-right-way,"backend, best, php, practices, right, style guide, the, way, web","PHP: The Right Way

> Source: https://github.com/codeguy/php-the-right-way

PHP: The Right Way

Overview

This is the GitHub Pages repository for the _PHP: The Right Way_ project.

* This website is a Jekyll project.
* Each section and sub-section are a Markdown file in `_posts/`.
* Sub-sections have `isChild: true` in their front matter.
* The navigation and page structure are automatically generated.

Spread the Word!

_PHP: The Right Way_ has web banner images you can use on your website...."
155c2b23a0e7,Ruby Tricks & Best Practices,Ruby,backend,Web Backend,Ruby Best Practices,open-source,https://github.com/franzejr/best-ruby,"backend, best, best practices, practices, rails, rb, refactoring, ror, ruby, tricks, web","Ruby Tricks & Best Practices

> Source: https://github.com/franzejr/best-ruby

Ruby Tricks, Idiomatic Ruby, Refactorings and Best Practices

> Do you know why experienced Ruby programmers tend to reach for basic collections
> and hashes while programmers from other languages go for more specialized classes?
> Do you know the difference between strip, chop, and chomp; and why there are three
> such similar methods when apparently one might suffice (Not to mention lstrip and
> rstrip!)? Do you..."
17137a394170,Objective-C Style Guide (Ray Wenderlich),Objective-C,mobile,Functional & Specialized,Objective-C Best Practices,open-source,https://github.com/raywenderlich/objective-c-style-guide,"best, functional, guide, objective, practices, ray, specialized, style, style guide, wenderlich","Objective-C Style Guide (Ray Wenderlich)

> Source: https://github.com/raywenderlich/objective-c-style-guide

The official raywenderlich.com Objective-C style guide.

This style guide outlines the coding conventions for raywenderlich.com.

Introduction

The reason we made this style guide was so that we could keep the code in our books, tutorials, and starter kits nice and consistent - even though we have many different authors working on the books.

This style guide is different from other..."
6e0d13bc664a,Best Practices for Bash Scripts,Bash,devops,Scripting & Automation,Bash Script Best Practices,community,https://hyperskill.org/learn/step/19230,"automation, bash, best, best practices, for, practices, script, scripting, scripts, sh, shell, zsh","Best Practices for Bash Scripts

> Source: https://hyperskill.org/learn/step/19230"
4bfb32fa4926,Rust Design Patterns,Rust,systems,Systems Programming,Rust Best Practices,community,https://rust-unofficial.github.io/patterns/,"best, design, design patterns, patterns, practices, programming, rest, rust, systems","Rust Design Patterns

> Source: https://rust-unofficial.github.io/patterns/

Introduction

Participation

If you are interested in contributing to this book, check out the
contribution guidelines.

News

* **2025-12-14**: New pattern added:
  Use custom traits to avoid complex type bounds
* **2024-03-17**: You can now download the
  book in PDF format.

Design patterns

In software development, we often come across problems that share similarities
regardless of the environment they appear in...."
032793f16323,PHP Knowledge,PHP,backend,Web Backend,PHP Best Practices,open-source,https://github.com/php-earth/php-knowledge,"api, backend, best, docker, knowledge, php, practices, security, testing, web","PHP Knowledge

> Source: https://github.com/php-earth/php-knowledge

PHP.earth documentation

This is a living repository of courses, articles, and frequently asked questions
about PHP and development.

The following chapters will point out relevant topics to learn PHP and full stack
development. Further resources to study particular topic in more details can be
found in the `See also` sections.

Vanilla PHP

Course containing everything you need to get up and running from first steps to
modern..."
724ec0e54840,JavaScript The Right Way,JavaScript,frontend,Core Technologies,JavaScript Best Practices,community,https://jstherightway.org/,"best, core, ecmascript, es6, javascript, js, node, practices, right, technologies, the, way","JavaScript The Right Way

> Source: https://jstherightway.org/

[](https://jstherightway.org/sports)"
1cd575d6b957,GitHub Objective-C Style Guide,Objective-C,mobile,Functional & Specialized,Objective-C Best Practices,open-source,https://github.com/github/objective-c-style-guide,"best, functional, github, guide, objective, practices, specialized, style, style guide","GitHub Objective-C Style Guide

> Source: https://github.com/github/objective-c-style-guide

This repository is no longer active.

These guidelines build on Apple's existing Coding Guidelines for Cocoa.
Unless explicitly contradicted below, assume that all of Apple's guidelines apply as well.

Whitespace

 * Tabs, not spaces.
 * End files with a newline.
 * Make liberal use of vertical whitespace to divide code into logical chunks.
 * Don’t leave trailing whitespace.
    * Not even leading..."
fdb68daaec1d,PostgreSQL Performance Best Practices,PostgreSQL,database,SQL Databases,PostgreSQL Best Practices,community,https://www.adservio.fr/post/postgresql-performance-best-practices,"best, best practices, databases, performance, pg, postgres, postgresql, practices, sql","PostgreSQL Performance Best Practices

> Source: https://www.adservio.fr/post/postgresql-performance-best-practices

Industry insights you won’t delete. Delivered to your inbox weekly."
614cc127f624,Best Practices for Writing Bash Scripts,Bash,devops,Scripting & Automation,Bash Script Best Practices,community,https://expeditor.chef.io/docs/patterns/bash-scripts/,"automation, bash, best, best practices, for, practices, script, scripting, scripts, sh, shell, writing, zsh","Best Practices for Writing Bash Scripts

> Source: https://expeditor.chef.io/docs/patterns/bash-scripts/

Best practices for writing Bash scripts

 Table of Contents

The goal of Expeditor is to capture as many patterns and practices as we can into reusable components in one of two ways:

1. Create a built-in action for the process, like we did for things like built\_in:bump\_version.
2. Create a Buildkite pipeline plugin, like we did for omnibus and Chef Habitat builds.

As your project’s..."
c9d62cf4970a,Design Patterns in Rust,Rust,systems,Systems Programming,Rust Best Practices,standard,https://refactoring.guru/design-patterns/rust,"best, design, design patterns, in, patterns, practices, programming, refactoring, rust, systems","Design Patterns in Rust

> Source: https://refactoring.guru/design-patterns/rust

Design Patterns in Rust

The Catalog of **Rust** Examples

Creational Patterns

Abstract Factory

Lets you produce families of related objects without specifying their concrete classes.

Main article

Code example

Builder

Lets you construct complex objects step by step. The pattern allows you to produce different types and representations of an object using the same construction code.

Main article

Code..."
f1589835b97f,Best Practice Patterns in Ruby,Ruby,backend,Web Backend,Ruby Best Practices,open-source,https://github.com/avdi/sbpprb,"backend, best, in, patterns, practice, practices, rails, rb, rest, ror, ruby, web","Best Practice Patterns in Ruby

> Source: https://github.com/avdi/sbpprb

My attempts at translating the code samples in Smalltalk Best Practice
Patterns into Ruby code.

See ongoing blog post series: http://avdi.org/devblog/category/smalltalk-best-practice-patterns/

You really need a copy of the book for context if you're going to read these:
http://www.amazon.com/Smalltalk-Best-Practice-Patterns-Kent/dp/013476904X/

On collaboration: so, this is kind of a personal exercise for me; I want to..."
fa425c7bdf63,PHP Coding Standards,PHP,backend,Web Backend,PHP Best Practices,open-source,https://github.com/maxdmyers/php-style-guide,"backend, best, coding, php, practices, standards, web","PHP Coding Standards

> Source: https://github.com/maxdmyers/php-style-guide

PHP Coding Standards

Always use  to delimit PHP code. Do not use the shorthand version, . PHP short tags are not enabled by default on new installations and are deprecated.

Use PHP 5 Conventions

  Class constructors should use public function __construct() {} rather than the PHP 4 style class name.
  Use class destructors where appropriate.
  Explicitly declare visibility of member methods and variables (public,..."
743578b4efa1,MDN JavaScript Guidelines,JavaScript,frontend,Core Technologies,JavaScript Best Practices,industry-leader,https://developer.mozilla.org/en-US/docs/MDN/Guidelines/Code_guidelines/JavaScript,"best, core, ecmascript, es6, guidelines, javascript, js, mdn, node, practices, technologies","MDN JavaScript Guidelines

> Source: https://developer.mozilla.org/en-US/docs/MDN/Guidelines/Code_guidelines/JavaScript

Guidelines for writing JavaScript code examples

The following guidelines cover writing JavaScript example code for MDN Web Docs. This article is a list of rules for writing concise examples that will be understandable by as many people as possible.

General guidelines for JavaScript code examples

This section explains the general guidelines to keep in mind while writing..."
b0368dfdfd4b,Code Style & Best Practices for Objective-C,Objective-C,mobile,Functional & Specialized,Objective-C Best Practices,open-source,https://github.com/wangshengjia/-Code-Style---Best-Practise-for-Objective-C,"best, best practices, code, for, functional, objective, practices, specialized, style","Best-Practise-for-Objective-C

Code Style & Best Practices for Objective-C

> Source: https://github.com/wangshengjia/-Code-Style---Best-Practise-for-Objective-C

Code Style & Best Practise for Objective-C
===========================================

* Language
* Code Naming
* Method Signatures
* Variables
* Expressions
* Spacing
* Conditionals
* Ternary Operator
* Private Properties/Methods
* Organization
* Singletons
* CGRect Functions
* Constants
* Literals
* Init Methods
* Dealloc
*..."
0289a013c538,System Design 101,System Design,architecture,Performance & Architecture,System Design Best Practices,open-source,https://github.com/ByteByteGoHq/system-design-101#system-design-101,"api, architecture, best, design, performance, practices, system, websocket","System Design 101

> Source: https://github.com/ByteByteGoHq/system-design-101#system-design-101

   

  【
  
    👨🏻‍💻 YouTube
   | 
  
    📮 Newsletter
   】

System Design 101

Explain complex systems using visuals and simple terms. 

Whether you're preparing for a System Design Interview or you simply want to understand how systems work beneath the surface, we hope this repository will help you achieve that.

Table of Contents

* API and Web Development
  * Short/long polling, SSE, WebSocket
..."
8d035179b348,Java Best Practices,Java,backend,Enterprise & JVM Languages,Java Best Practices,open-source,https://github.com/in28minutes/java-best-practices,"aws, best, best practices, cloud, design patterns, devops, enterprise, java, jvm, languages, microservices, practices","Java Best Practices

> Source: https://github.com/in28minutes/java-best-practices

Java Best Practices

I've been Programming, Designing and Architecting Java applications for 15 years. I would like this page to serve as a good starting point for programmers to understand what it takes to build good applications. I would talk about Best practices and Frequently asked questions in Coding, Designing and Architecting Java Applications. 

Keep Learning Every Day
- **1:** FOLLOW Ranga on..."
ef68a27a5af0,Best Practices for PostgreSQL Database,PostgreSQL,database,SQL Databases,PostgreSQL Best Practices,community,https://www.e2enetworks.com/blog/best-practices-for-postgresql-database,"best, best practices, cloud, database, databases, for, pg, postgres, postgresql, practices, sql, testing","Best Practices for PostgreSQL Database

> Source: https://www.e2enetworks.com/blog/best-practices-for-postgresql-database

**Introduction**

PostgreSQL is an open-source, enterprise-class, powerful relational database that is developed and maintained by the PostgreSQL Global Development Group. It is a highly scalable database that supports both SQL and JSON querying. When utilised appropriately, the PostgreSQL database can act as a powerful and financially smart addition to the organisation..."
b67707df417b,Laravel: The Right Way,Laravel,backend,Web Backend,Laravel Best Practices,open-source,https://github.com/laraveltherightway/laraveltherightway.github.io,"backend, best, best practices, laravel, practices, rest, right, style guide, the, way, web","Laravel: The Right Way

> Source: https://github.com/laraveltherightway/laraveltherightway.github.io

Laravel: Best Practices

Overview

This is the GitHub Pages repository for the _Laravel Best Practices_ project.

* This website is a Jekyll project.
* Each section and sub-section are a Markdown file in `_posts/`.
* Sub-sections have `isChild: true` in their front matter.
* The navigation and page structure are automatically generated.

Spread the Word!

_Laravel: Best Practices_ has web..."
4111f6f320cd,Ruby Best Practices (Gregory Brown),Ruby,backend,Web Backend,Ruby Best Practices,open-source,https://github.com/practicingruby/rbp-book,"backend, best, best practices, brown, gregory, practices, rails, rb, ror, ruby, web","Ruby Best Practices (Gregory Brown)

> Source: https://github.com/practicingruby/rbp-book

Welcome to the open source home of the ""Ruby Best Practices"" book.

Here you'll find the original manuscript along with the production files that
were used to generate the print version of the book.

If instead you were looking for a free PDF download of the book, you
can find it here:

http://sandal.github.com/rbp-book/pdfs/rbp_1-0.pdf

Or, if you wanted to kill trees and give me some..."
82d8fc40cc3a,Effective Perl Programming: Idiomatic Perl,Perl,scripting,Functional & Specialized,Perl Best Practices,community,https://www.effectiveperlprogramming.com/,"best, effective, functional, idiomatic, perl, practices, programming, specialized","Effective Perl Programming: Idiomatic Perl

> Source: https://www.effectiveperlprogramming.com/

 These items are in Perl New Features, a book from Perl School that you can buy on LeanPub or Amazon. Your support helps me to produce more content.

* Unicode 14
* `use v5.36` now disables `indirect` and `multidimensional`
* switch removed from v5.36 feature bundle
* Pure booleans
* `use v5.36` enables warnings
* More paired delimiters
* `finally` blocks
* subroutine signatures are no longer..."
168dd23c0bb1,Selenium Best Practices,Java,backend,Enterprise & JVM Languages,Java Best Practices,open-source,https://github.com/previousdeveloper/Selenium-best-practices,"best, best practices, enterprise, java, jvm, languages, practices, selenium, testing","Selenium Best Practices

> Source: https://github.com/previousdeveloper/Selenium-best-practices

Goal
Our goal is to get together Selenium best practices. Feedback is welcome. If you see anything wrong or know better way open an issue or create a pull request, just fork it and change it. We are open to learn and hear new ideas. 

Selenium-best-practices
Selenium is a portable software testing framework for web applications. It also provides a test domain-specific language to write tests in a..."
